ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,0,26,176838.59889635872,0.40997941904416646,163433.77961538458,-1.7095440840854823,602748.3125,503277.65,12607.584784922135,0.0242768461896221,9935.747071678321,0.9761522706885101,5,rmse,155448.7970045998,,,,176838.59889635872,0.40997941904416646,163433.77961538458,-1.7095440840854823,False,Philadelphia-conventional,Philadelphia,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,425841.77071754314,0.9500482431886863,416232.1827708277,-14.712258255318872,35408.374489422145,503277.65,34397.825838877354,0.05763792507297826,24004.333421473035,0.8224808436885689,5,rmse,319189.643624944,,,,425841.77071754314,0.9500482431886863,416232.1827708277,-14.712258255318872,False,Philadelphia-conventional,Philadelphia,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.6, 'l1_ratio': 0.0}",minmax,169,True,True,0,26,626235.9359193448,1.4280035537315958,618810.7303834923,-32.979584327121025,-158337.5867750363,503277.65,71540.87794908536,0.11501104402905483,48631.331240713196,0.23212280522712592,5,rmse,31185.449012951587,,,,626235.9359193448,1.4280035537315958,618810.7303834923,-32.979584327121025,False,Philadelphia-conventional,Philadelphia,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,168,True,True,1,26,14546.935395651495,0.9989979033883896,7416.932841753776,-7.292436911909839e-05,3.384302652071793,-2738.959999999999,2098.476441772433,1.7316164364790214,1545.5485856824662,0.9485415779982215,5,rmse,5431.484824103461,,,,11522.41722392102,0.30826083860835024,8536.224114356124,-0.18389423495951362,True,Philadelphia-organic,Philadelphia,organic
silverkite,silverkite,,{},,168,False,True,1,26,14544.80157139442,0.9973343387100333,7443.922570483879,0.00022044647427721387,203.41073161135677,-2738.959999999999,8533.33171910942,1.272921608664447,4014.015299666091,0.0005892510812186558,,,,True,,,12595.118228843716,0.38177698391702275,10252.578780771595,-0.4145887798337726,False,Philadelphia-organic,Philadelphia,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,14759.299821513478,2.096656955846063,8501.518396971054,-0.02948532332242859,2882.2670075148344,-2738.959999999999,6361.487736776252,5.324467142460366,3579.205631682876,0.527103982317102,5,rmse,15436.99857466407,,,,15092.23377253028,0.4873533741162126,13112.630623765748,-1.0311067957813043,False,Philadelphia-organic,Philadelphia,organic
prophet,prophet,,{},,168,False,True,1,26,14220.856735630665,1.342723472268617,7614.464397688745,0.04425909955366081,1032.0660398117388,-2738.959999999999,8324.782515806814,3.582288339959528,4266.8450910315105,0.04884224742555421,,,,True,,,14990.887209460783,0.4981918509696034,13193.175852304992,-1.0039200248812863,False,Philadelphia-organic,Philadelphia,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 7, 'weights': 'uniform'}",minmax,168,True,True,1,26,14477.640658957509,2.4359515756063055,7965.917527472528,0.009432133890561523,701.2414285714286,-2738.959999999999,8849.647505200766,1.6326982787456104,4427.094436619717,0.08483329180986898,5,rmse,5279.1145392788085,,,,28290.349496093662,0.9993809575046593,26214.838626373636,-6.136780462352602,False,Philadelphia-organic,Philadelphia,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 2.0, 'epsilon': 0.01}",minmax,168,True,True,1,26,14665.450857098582,2.3674508271027657,7907.657315882029,-0.016434709892375166,2003.9941274583693,-2738.959999999999,9255.453524907898,1.0565746092017363,4461.758401352491,-0.0010221259574927366,5,rmse,5314.348166005938,,,,35249.70518227072,1.1861806428954167,31469.911633331856,-10.079921668292366,False,Philadelphia-organic,Philadelphia,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,15018.24411020069,3.5251177323964233,8284.752703001448,-0.06592578410849415,4030.388653838434,-2738.959999999999,6048.102296687132,1.223072879892716,3196.2195152679715,0.5725488159287321,,,,,"['knn', 'svr', 'mlp', 'elasticnet', 'mlr', 'gbt', 'xgboost']","(0.22377314339421167, 0.22336977710786418, 0.22202875765681868, 0.14721892528715189, 0.10748230588734772, 0.0761270906666058, 0.0)",41033.77911624174,1.3521261235505497,36341.75295362924,-14.014426374593981,False,Philadelphia-organic,Philadelphia,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,15010.647499617888,4.130892486732479,8857.057864952036,-0.06484771198619188,4230.362396676879,-2738.959999999999,6502.471295050319,1.5267518226428411,3390.555169936446,0.5059110337595418,,,,,"['knn', 'svr', 'mlp', 'elasticnet', 'mlr']",,64230.2682230952,2.092471962287381,57380.6345036778,-35.78791575131947,False,Philadelphia-organic,Philadelphia,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,25450.57641030214,8.71187484311547,19977.762950031243,-2.061144951846751,10829.668353321787,-2738.959999999999,1234.2881366090855,0.8343925646470265,950.1067775331883,0.9821974842889996,5,rmse,18175.84410149282,,,,147386.88666684926,4.666576588390813,133508.35140856143,-192.7061467973819,False,Philadelphia-organic,Philadelphia,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,28662.950218226713,10.557926982912061,22512.656080979566,-2.8826695350915545,9353.65625,-2738.959999999999,152.43400794544823,0.3164384355121068,122.10359609147203,0.9997284736350738,5,rmse,24825.466509595255,,,,177733.8940337611,5.435296500055552,157535.84426757813,-280.6866235913082,False,Philadelphia-organic,Philadelphia,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",minmax,168,True,True,1,26,21237.810784928424,15.158337473309556,18506.9385120518,-1.1316119374312854,15560.925117187693,-2738.959999999999,9231.359201737032,1.3154822858546888,4459.4237118592055,0.004182925664666826,5,rmse,11966.046086273689,,,,243846.9862605453,7.610469390809214,215176.24916451238,-529.2253615425041,False,Philadelphia-organic,Philadelphia,organic
prophet,prophet,,{},,169,False,True,0,26,276517.83146949834,0.15207508781783488,209472.5131215014,0.31411748043781496,1273083.3744340427,1684537.69,177296.74523409078,0.1256504912516442,139922.7888376097,0.5475136533071652,,,,True,,,276517.83146949834,0.15207508781783488,209472.5131215014,0.31411748043781496,True,PhoenixTucson-conventional,PhoenixTucson,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,264624.1748195588,0.17550428764619042,212616.19210990754,0.37185127390487194,1384668.1932992935,1684537.69,177134.9693959806,0.12123607262502044,137710.78667812905,0.5950506048928325,5,rmse,674810.0780444597,,,,264624.1748195588,0.17550428764619042,212616.19210990754,0.37185127390487194,False,PhoenixTucson-conventional,PhoenixTucson,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 1.0}",,169,True,True,0,26,272857.1980000094,0.17565092869247148,218222.91081943142,0.33215715139307,1374501.4676961899,1684537.69,179761.54789877258,0.12148467527723393,138186.415182533,0.5829522913169105,5,rmse,656942.7867740423,,,,272857.1980000094,0.17565092869247148,218222.91081943142,0.33215715139307,False,PhoenixTucson-conventional,PhoenixTucson,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 6, 'weights': 'uniform'}",minmax,169,True,True,0,26,317713.0542857351,0.19686767619986487,250685.03326923077,0.09453103582725009,1268140.41,1684537.69,178723.12844806843,0.1226906282882673,137407.72870629368,0.5877566514207827,5,rmse,602429.412552916,,,,317713.0542857351,0.19686767619986487,250685.03326923077,0.09453103582725009,False,PhoenixTucson-conventional,PhoenixTucson,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,169,True,True,0,26,318431.90145573835,0.2005709689959758,259987.2836449103,0.09042903158694271,1323346.5750743423,1684537.69,100095.46669677489,0.07451601463352353,82872.28956214899,0.8706933206584182,5,rmse,395159.51152142166,,,,318431.90145573835,0.2005709689959758,259987.2836449103,0.09042903158694271,False,PhoenixTucson-conventional,PhoenixTucson,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,340301.17419200216,0.20758895791712267,270399.9007692308,-0.03879618268683083,1056217.625,1684537.69,9346.16831768866,0.006479085643147479,7202.237045454546,0.9988726485247224,5,rmse,378342.58105554554,,,,340301.17419200216,0.20758895791712267,270399.9007692308,-0.03879618268683083,False,PhoenixTucson-conventional,PhoenixTucson,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,354133.2867533328,0.24093235657735568,291732.2762339805,-0.12495966219287613,1107019.071257391,1684537.69,279198.98553788225,0.20656071629370698,221293.58618819204,-0.006050574130345154,5,rmse,398992.89991701033,,,,354133.2867533328,0.24093235657735568,291732.2762339805,-0.12495966219287613,False,PhoenixTucson-conventional,PhoenixTucson,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,431420.73385655397,0.2703615313077479,363564.76895367075,-0.6695732441108175,1011692.4087457933,1684537.69,120160.72961212686,0.08728045224107965,96324.19348919019,0.8136552100628824,,,,,"['mlp', 'xgboost', 'gbt', 'svr', 'knn']",,431420.73385655397,0.2703615313077479,363564.76895367075,-0.6695732441108175,False,PhoenixTucson-conventional,PhoenixTucson,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,481375.1541175323,0.31083434885832123,415655.1672065655,-1.078599369273122,949608.9847819776,1684537.69,112384.36834217544,0.08179561703021396,90075.26302131763,0.8369938615585603,,,,,"['mlp', 'xgboost', 'gbt', 'svr', 'knn', 'elasticnet', 'mlr']","(0.256726442053467, 0.23387856170258636, 0.22061194883757276, 0.21758784881475918, 0.05709997255068832, 0.014095226040926351, 0.0)",481375.1541175323,0.31083434885832123,415655.1672065655,-1.078599369273122,False,PhoenixTucson-conventional,PhoenixTucson,conventional
silverkite,silverkite,,{},,169,False,True,0,26,403179.5657564402,0.3157645370824086,353285.4070738963,-0.4581442021143829,941225.3489920757,1684537.69,166288.60405067762,0.12029250602537361,131541.9998878597,0.60195797371616,,,,True,,,403179.5657564402,0.3157645370824086,353285.4070738963,-0.4581442021143829,False,PhoenixTucson-conventional,PhoenixTucson,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,1115720.0300147305,0.9060323362581852,1088858.6722480857,-10.166418731346818,303738.3623972328,1684537.69,132472.59979514225,0.08973740466999623,102546.32919020552,0.7735124883649653,5,rmse,349380.3117059437,,,,1115720.0300147305,0.9060323362581852,1088858.6722480857,-10.166418731346818,False,PhoenixTucson-conventional,PhoenixTucson,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 20, 'weights': 'uniform'}",minmax,169,True,True,0,26,2140.6639777266887,0.11514462685862684,1693.6689230769227,0.46502082953068036,14652.559999999998,15372.8,3105.1148194215007,0.20543926516154054,2270.283031468532,0.503059923756519,5,rmse,3103.495148106501,,,,2140.6639777266887,0.11514462685862684,1693.6689230769227,0.46502082953068036,True,PhoenixTucson-organic,PhoenixTucson,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,2312.660759752218,0.1293806107978698,1838.1347817334934,0.37559879273335994,16753.843314958638,15372.8,1954.6183185677396,0.12133336120337718,1359.4508356217143,0.8030878003092672,,,,,"['xgboost', 'svr', 'gbt', 'knn', 'mlr', 'elasticnet', 'mlp']","(0.23304237679810444, 0.22454973551291324, 0.1601748513807971, 0.14175972055243266, 0.12090369504383222, 0.11956962071192043, 0.0)",2312.660759752218,0.1293806107978698,1838.1347817334934,0.37559879273335994,False,PhoenixTucson-organic,PhoenixTucson,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,2257.806824800023,0.1312109961845494,1846.2898578646195,0.40486782014119127,16720.172976468362,15372.8,1965.9076409299612,0.12263534792199071,1367.7555907323335,0.800806613232489,,,,,"['xgboost', 'svr', 'gbt', 'knn', 'mlr']",,2257.806824800023,0.1312109961845494,1846.2898578646195,0.40486782014119127,False,PhoenixTucson-organic,PhoenixTucson,organic
prophet,prophet,,{},,169,False,True,0,26,3558.666983583377,0.1913981849366159,2681.9249993788394,-0.47847698769621894,15379.828392444826,15372.8,2989.5950014499244,0.1880654482674663,2170.542735745892,0.4895413835682214,,,,True,,,3558.666983583377,0.1913981849366159,2681.9249993788394,-0.47847698769621894,False,PhoenixTucson-organic,PhoenixTucson,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,2929.156485285786,0.19405119883680014,2601.879646476574,-0.001670811154472318,14284.319860039775,15372.8,4474.754764279949,0.28079497095528416,3204.076804447888,-0.03201776353356922,5,rmse,2262.3620014050284,,,,2929.156485285786,0.19405119883680014,2601.879646476574,-0.001670811154472318,False,PhoenixTucson-organic,PhoenixTucson,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,2788.3697436603047,0.19914857569913888,2573.374633413461,0.09230363921929541,18356.3046875,15372.8,117.79264585403955,0.008695993942054255,92.52961128715043,0.9992848699157817,5,rmse,2176.078141069581,,,,2788.3697436603047,0.19914857569913888,2573.374633413461,0.09230363921929541,False,PhoenixTucson-organic,PhoenixTucson,organic
