ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 1.3, 'l1_ratio': 0.5}",minmax,168,True,True,1,26,34544.04999176949,7.243468585931061,31745.725786361003,-5.302691306987023,34334.2075423152,9440.380000000005,20879.328741295732,1.247768686283558,13200.469656552328,0.020413252435919738,5,rmse,10578.573652440633,,,,497748.3272173343,3.3679895062767935,439796.0144581976,-586.1319079889699,False,SouthCentral-organic,SouthCentral,organic
silverkite,silverkite,,{},,168,False,True,1,26,937526.2715127061,3.385893979946258,687844.4087522465,0.11761232374657449,-120149.76380516753,-823847.9199999999,920255.6913300065,2.4835981593133747,716626.84117707,0.24362955197744152,,,,True,,,1325585.7280708496,0.21599254623780295,1003837.6982999553,-0.6194954271581163,True,Southeast-conventional,Southeast,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,1078100.7999167896,2.758908700656578,753082.8084760687,-0.16683991680605814,-41395.981070745256,-823847.9199999999,222504.4645067641,0.8003313168629522,174260.6801520904,0.9540492673968749,5,rmse,383498.7329848489,,,,1356487.4932836846,0.23030003551871098,975615.313776117,-0.6958821723651227,False,Southeast-conventional,Southeast,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,1000509.5053999965,1.1659047199128425,697169.6395406693,-0.004928074361791435,-38926.56204982374,-823847.9199999999,528436.3727189354,1.150516123050264,392146.1551948051,0.7408206558135615,,,,,"['mlp', 'knn', 'svr', 'gbt', 'elasticnet']",,1441711.1693192674,0.24297725231662498,1123638.1362077817,-0.9156696245661058,False,Southeast-conventional,Southeast,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,993482.3554958911,1.2120965811884261,700272.8436980956,0.009138720055971161,-83937.68363695077,-823847.9199999999,537857.6825001673,1.1978551739969547,398605.0306983184,0.7314966345999976,,,,,"['mlp', 'knn', 'svr', 'gbt', 'elasticnet', 'mlr', 'xgboost']","(0.19050515273781976, 0.1869699077844269, 0.18633369299612568, 0.1697627110044472, 0.14684029006539506, 0.11958824541178538, 0.0)",1481206.6797839222,0.2569790584801602,1177436.2994481788,-1.02206639056691,False,Southeast-conventional,Southeast,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,1000157.3491628254,0.9982107025414629,682533.5539207745,-0.004220775917279429,3196.6115441282423,-823847.9199999999,823940.0557768793,3.0127893318806294,626057.1879672024,0.3699047378031718,5,rmse,106854.8289302532,,,,1685386.4137265347,0.28635355502502224,1332424.8410508032,-1.6179603467565298,False,Southeast-conventional,Southeast,conventional
prophet,prophet,,{},,168,False,True,1,26,957243.8828450358,1.8686789356620206,684285.1208396696,0.08010609672477487,-186452.127031918,-823847.9199999999,1026845.6446182473,1.8357919683720358,776453.53151714,0.058266848522441794,,,,True,,,1485426.9487461261,0.29433006113006976,1282027.8558914731,-1.0336053894722337,False,Southeast-conventional,Southeast,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",,168,True,True,1,26,1004521.8737894846,1.2017183561846818,689274.2551408379,-0.013004412901102214,-17137.632567290217,-823847.9199999999,812846.6256308968,2.368327892582171,580951.3490982598,0.3867575707739277,5,rmse,689217.2255555472,,,,1914469.785607283,0.34308816152696875,1568675.53174832,-2.3780114721947743,False,Southeast-conventional,Southeast,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 15, 'weights': 'distance'}",minmax,168,True,True,1,26,1005574.4510597711,1.7138402666332095,697539.3273056357,-0.015128456358673104,-114011.85008694933,-823847.9199999999,0.0,0.0,0.0,1.0,5,rmse,154004.72469794337,,,,1863499.8783354429,0.346719132367863,1561164.6444180827,-2.2005367942773,False,Southeast-conventional,Southeast,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,1007778.67551376,2.867945625142712,768768.098038166,-0.019583667703222174,-409527.0998649597,-823847.9199999999,730948.388464544,2.7985050685439607,542768.5917666669,0.5041065101624835,5,rmse,1052680.3184427777,,,,1742723.131613251,0.34728758621170347,1505430.9490159492,-1.799115881498194,False,Southeast-conventional,Southeast,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,1002142.2518842114,1.1651447318331818,685800.0819985797,-0.008210665059085631,-25283.95806826218,-823847.9199999999,1038074.2681288217,1.0015258823545772,734456.5742519278,-0.00016541449556206622,5,rmse,162489.98140567937,,,,2054347.4980704002,0.3657139447078075,1677021.2592589636,-2.889662338161175,False,Southeast-conventional,Southeast,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,1685820.6662610215,8.84144708920489,1389674.8534375003,-1.8530887944027623,-1434899.375,-823847.9199999999,30787.637289766975,0.13987847339565673,24052.464004198522,0.9991202329263986,5,rmse,2647640.0399170113,,,,3123878.5627951,0.6394391351725351,2724899.448413462,-7.993989423575377,False,Southeast-conventional,Southeast,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 18, 'weights': 'uniform'}",minmax,168,True,True,1,26,6618.062585918984,1.295210470154289,5371.134615384616,0.04218322364784066,3012.4411111111103,2063.449999999997,10971.625975239094,1.631099958005791,7347.564084507045,0.019594971620804036,5,rmse,9562.456065128385,,,,11293.888845949428,0.10936517814212164,9361.860576923082,0.45153482766156694,True,Southeast-organic,Southeast,organic
silverkite,silverkite,,{},,168,False,True,1,26,6791.889489672213,1.3048000973430567,5537.580534916182,-0.008792678445309177,561.3120790846172,2063.449999999997,10491.067491737487,1.18224250095035,6887.5536237682045,0.00043896547310384726,,,,True,,,12228.919851715042,0.11518527678569809,10261.964597216975,0.3569596369376492,False,Southeast-organic,Southeast,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",,168,True,True,1,26,6111.483966688053,1.8607422881862279,4778.135185580091,0.183203151872659,1942.5364856711822,2063.449999999997,9939.962300386833,2.2742699731167955,6730.801298936276,0.1953018247845152,5,rmse,10710.597763594007,,,,17344.414696214953,0.13025589260036594,13649.622090665964,-0.2935443824143029,False,Southeast-organic,Southeast,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,6542.325102646803,1.2404506685632752,5265.755288700524,0.06398040073530042,870.1276584050505,2063.449999999997,9531.864816137517,1.7401361221384433,6370.6293007745535,0.26002117741673114,,,,,"['knn', 'mlp', 'svr', 'elasticnet', 'mlr']",,16740.115084371824,0.1362328008933573,13816.788821876959,-0.20497743853127193,False,Southeast-organic,Southeast,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,6526.802221170971,1.1753019902863415,5248.3968850409055,0.06841689199474765,1119.9501058272112,2063.449999999997,9467.365158219074,1.717816159551612,6331.9841454125335,0.27000178437064204,,,,,"['knn', 'mlp', 'svr', 'elasticnet', 'mlr', 'gbt', 'xgboost']","(0.21267627244235296, 0.20076438181004755, 0.199480979262745, 0.1967885733702266, 0.1782752327293717, 0.012014560385256244, 0.0)",16997.296004376432,0.13744681278525706,13957.286335402858,-0.24228634632290413,False,Southeast-organic,Southeast,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,6894.158779622027,0.9346518206814061,5559.251670598852,-0.03940131663352364,-122.63971994878364,2063.449999999997,8826.030933798018,3.3740026715722347,6252.3083951968465,0.3655543376299205,5,rmse,10423.281681249615,,,,16381.48451663698,0.13840047110038717,13541.651009363037,-0.1539009957420976,False,Southeast-organic,Southeast,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,7474.419008647006,2.615610561552439,5663.498542871637,-0.22173096244378065,491.61526787281036,2063.449999999997,9434.704813105054,2.307615741657228,6619.647993899576,0.2750297659511637,5,rmse,12048.484280147908,,,,22110.9947828376,0.17479883645396638,18129.81574521154,-1.1022221174497324,False,Southeast-organic,Southeast,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,7100.203362316818,1.5914420380231131,5706.07371424593,-0.10245856399784148,-973.3148526810659,2063.449999999997,11121.318737043272,1.0441392657580943,7313.939473665066,-0.007340088475852546,5,rmse,10516.028149683187,,,,27985.889959608267,0.20455109288764328,21468.032458330938,-2.3677533830756254,False,Southeast-organic,Southeast,organic
prophet,prophet,,{},,168,False,True,1,26,6873.809247223566,2.3288293024033964,5428.777270604141,-0.033274357512314,475.63968692032665,2063.449999999997,10090.506712038132,2.304397701391347,6714.016430528787,0.07531054044020202,,,,True,,,22847.712416994138,0.24165711905255333,22129.71324636249,-1.2446440637903113,False,Southeast-organic,Southeast,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,12491.43351191163,7.334889177250672,10906.232152800636,-2.4122847178229923,18988.8792868737,2063.449999999997,2692.2842101535953,0.7888224604425436,2182.0598845926997,0.9409655732661043,5,rmse,24063.49097599546,,,,67553.87036155627,0.5292749341385677,54584.896378609206,-18.62286919810434,False,Southeast-organic,Southeast,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,19802.012945387,9.573661085228748,16943.4744915302,-7.57510368399015,18332.423828125,2063.449999999997,350.4799578671524,0.18026731020712164,268.940104342716,0.9989995626021478,5,rmse,24931.736132479262,,,,76236.37775060967,0.5871867158987591,61093.47834162786,-23.991167389153265,False,Southeast-organic,Southeast,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,21320.47537726595,2.5585257939182395,16324.212666849908,-0.17802937711583544,-7335.900861740112,1654.0,14986.64672121856,2.0975159186218746,11590.066630734455,0.5198817052964572,5,rmse,16369.377944400803,,,,26711.759101601045,0.2564528944408766,22143.038891711407,-0.8641532539169914,True,Spokane-conventional,Spokane,conventional
prophet,prophet,,{},,168,False,True,1,26,20153.23152258861,1.2675648315895722,15665.65265670901,-0.05257182674740868,699.7404616112171,1654.0,21401.212549265867,1.8338208940425078,15626.145642739584,0.033538409094778676,,,,True,,,27783.537442839508,0.27284344951406425,22811.331606958895,-1.016748369016176,False,Spokane-conventional,Spokane,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.1, 'l1_ratio': 0.75}",,168,True,True,1,26,21307.287699129913,1.5282102217835911,16573.278227498962,-0.1765724989469084,-1919.8743667155504,1654.0,16077.188975694866,2.2241666510786042,12547.762418168082,0.4474653116233588,5,rmse,13973.772243109255,,,,29385.129391197584,0.2840844945440729,25157.314579328304,-1.2559623595314098,False,Spokane-conventional,Spokane,conventional
silverkite,silverkite,,{},,168,False,True,1,26,17312.608321315314,1.1766459106802973,13855.491176536754,0.22323909227353123,3397.7963463096376,1654.0,17842.08471840721,1.4454961325746016,13213.122928146955,0.3282633675349733,,,,True,,,35331.87204473529,0.3024181057133736,28017.79603340007,-2.2614440482763793,False,Spokane-conventional,Spokane,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,19719.61379618667,0.998400760001074,14869.351953312858,-0.007764750207617688,78.6226957036488,1654.0,17515.73382817654,3.2579789724660175,13551.51682161375,0.3441628871290363,5,rmse,12335.972434298863,,,,34301.451779787174,0.31336331068544787,28707.59887124871,-2.0739842472813774,False,Spokane-conventional,Spokane,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,19871.159469841212,1.1300841100881036,15060.769003348822,-0.023313657709145952,-1244.727002136357,1654.0,21630.755335459064,1.0241745988704605,15761.254304522787,-0.00019040808412773558,5,rmse,12834.597191353876,,,,52484.86568982786,0.5012415700464878,45231.36124943444,-6.196889171151897,False,Spokane-conventional,Spokane,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,21033.80320826225,1.373274780015374,16523.598386014542,-0.14656311366866515,2475.319859765386,1654.0,14905.228707815917,1.4688358118729852,11282.30016249962,0.5250842159750506,,,,,"['knn', 'mlp', 'svr', 'gbt', 'elasticnet']",,52443.323614960056,0.5527764587697483,47884.214020474814,-6.18550092102969,False,Spokane-conventional,Spokane,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,20208.472956925743,1.3708228664534963,16035.455929764164,-0.05835008299968325,-2441.995086381944,1654.0,14351.198060421446,1.3015154310205093,10805.868264688335,0.5597335097350433,,,,,"['knn', 'mlp', 'svr', 'gbt', 'elasticnet', 'xgboost', 'mlr']","(0.29118789433574943, 0.1920837467887074, 0.1683376316666712, 0.16430369318306404, 0.1140864507126732, 0.07000058331313472, 0.0)",66101.24275644892,0.7052900229428792,60732.52201933449,-10.415524849333302,False,Spokane-conventional,Spokane,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 4, 'weights': 'uniform'}",minmax,168,True,True,1,26,21023.062418826878,2.013268519765608,16499.60394230769,-0.1453924410550098,-7345.645,1654.0,18831.546747955574,1.2948670101146094,13901.40971830986,0.2419265256141392,5,rmse,10254.96755245482,,,,72279.42524165635,0.829102736887599,67272.14365384616,-12.64916284739862,False,Spokane-conventional,Spokane,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,168,True,True,1,26,31411.925705216567,3.689289444677333,25885.22140143837,-1.5571221631470626,22808.22297197519,1654.0,7241.319539581027,0.9391482410611459,5826.01351619099,0.8879079686855849,5,rmse,12919.302482557358,,,,81697.07322604231,0.8669047189178826,74710.72497812143,-16.43771724086921,False,Spokane-conventional,Spokane,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,33856.123316293066,4.785961692820992,28597.97362116887,-1.9705496043670294,-51957.33203125,1654.0,708.1332792346824,0.14690910796946435,545.189837349905,0.9989280628440301,5,rmse,14899.494400551968,,,,219975.8240096788,2.159715065871673,189056.2136560998,-125.42313070616603,False,Spokane-conventional,Spokane,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,731.5639647568182,2.1739954399885195,545.2826790883796,-0.0008903345703910048,265.36822641272306,-43.32999999999993,791.5235351376192,1.6374459164977557,543.9603838414432,0.6062151409128094,,,,,"['mlp', 'knn', 'elasticnet', 'mlr', 'svr']",,560.9685926621911,0.1303005601234477,428.0310405843481,0.7153371964382693,True,Spokane-organic,Spokane,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,754.9297626350559,1.9919958527155548,574.2657308975622,-0.06584727817545533,218.25565801328048,-43.32999999999993,932.7637499041737,2.7198795317346662,662.6758876416069,0.45314187676753925,5,rmse,641.8615371246902,,,,560.3073867048055,0.13162556383129478,450.8739827612207,0.7160078572111657,False,Spokane-organic,Spokane,organic
prophet,prophet,,{},,168,False,True,1,26,778.5909176789316,2.357310610163262,598.9283065879446,-0.1337062795004882,464.5170099349691,-43.32999999999993,1315.492723238995,1.751695998521898,938.1872811750522,0.02417760297272009,,,,True,,,600.8099372706146,0.1325636357344646,450.2035143622989,0.673466425046669,False,Spokane-organic,Spokane,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,761.5861338777288,2.0021611555442433,581.367568534124,-0.08472573053093702,268.2438131081075,-43.32999999999993,747.8395490947489,1.611889363470962,513.4820161082498,0.6484814841333055,,,,,"['mlp', 'knn', 'elasticnet', 'mlr', 'svr', 'xgboost', 'gbt']","(0.21025414696550845, 0.20548660906362834, 0.19817804247751067, 0.19155722871488987, 0.16012757819125656, 0.03439639458720607, 0.0)",653.7334165621971,0.14398916172816772,554.4193560685288,0.6134060983040461,False,Spokane-organic,Spokane,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 1.0}",minmax,168,True,True,1,26,761.6052102731779,2.441135681293432,570.27025728487,-0.08478007216145311,413.4292910245372,-43.32999999999993,941.4151402959274,2.5050575738126066,663.4802655592207,0.4429506069456205,5,rmse,588.9678311163996,,,,994.7768546111799,0.22307245356297678,798.5638767978415,0.10483112629565994,False,Spokane-organic,Spokane,organic
silverkite,silverkite,,{},,168,False,True,1,26,742.3813254484731,0.9948689045393156,539.2489886247305,-0.030708749940908664,0.03220120564859741,-43.32999999999993,1331.5194068890291,0.9998392114228425,943.4656322035391,0.0002558237666743235,,,,True,,,1715.4446780191856,0.30779901037196333,1354.9772689905153,-1.6619939401928785,False,Spokane-organic,Spokane,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,742.0954420151344,0.990496562624329,539.0263695368388,-0.02991507205504984,1.0267598724685836,-43.32999999999993,1104.416164612314,3.0120601911188056,747.1264231869714,0.23335049916893214,5,rmse,492.4917870204686,,,,1710.3981783557529,0.3079340047243661,1353.7688784550182,-1.6463548560855918,False,Spokane-organic,Spokane,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 20, 'weights': 'distance'}",minmax,168,True,True,1,26,752.293338107632,4.345312051486565,569.043456778063,-0.05841580746170316,192.45973122848977,-43.32999999999993,0.0,0.0,0.0,1.0,5,rmse,530.5796652189345,,,,3772.6019282533425,0.8553636805876154,3394.8026555443726,-11.874654801956094,False,Spokane-organic,Spokane,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,819.098860729674,9.01763171942815,624.138730465055,-0.2547422712117935,501.6696919248393,-43.32999999999993,1260.792077774208,1.0235961392389834,878.9572174793362,0.0008785318930253361,5,rmse,892.953133164738,,,,6077.079633304564,1.3732636384456203,5352.708130769032,-32.40746202074746,False,Spokane-organic,Spokane,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,2034.056819079921,23.989108453927095,1723.3566544752855,-6.737631556861743,709.6041870117188,-43.32999999999993,39.07752040822329,0.13965985287311977,28.552396075691973,0.9990401898343193,5,rmse,1897.420031051703,,,,12081.842830859146,2.5677243241781653,10418.031018019457,-131.04440146797106,False,Spokane-organic,Spokane,organic
